,text,label
31811,"My children, DD 7 and DS 10, enjoyed the movie so much they were squirming in their seats. It was good, old fashioned, Rated G, family fun. This movie was made for kids.... someone really understands them.<br /><br />It was fun to see Julia Roberts, Brice Willis, Garth Brooks and the other stars make their cameo appearances.<br /><br />As someone who lives in the city the fictional ""Big Texas"" was modeled after, I can say that they did an honest and accurate portrayal. The kids looked like kids, not like superstars.<br /><br />I hope everyone supports this movie to send the message to Hollywood that we need more movies like this. Go see it, then spread the word!",1
38520,"This is horrible even for a TV movie. I can't believe it took three people to write this movie. I am not familiar with the novel on which this film was based, but it has got to be better than this. I'd rather watch a ""Full House"" marathon than this stupid movie. I gave it 2 out of 10 stars only because it was made better by commercials.",0
17624,"For those with little time on their hands, I'll sum it up quickly, in one word...pathetic. There are a lot of good examples as to why this movie fits perfectly under that description. So much so that you can barely go through 2 minutes of screen time without seeing something completely stupid and pointless forced upon you. Want a fully naked woman in the first 10 minutes? You got it! The reason she appears is so pointless though that it really sets the tone for the rest of this piece of juvenile crap. You can almost glimpse into the deluded minds of the 12 year old boys that wrote this piece of garbage just by watching this crap that they expect the public to actually pay for!!??!!! <br /><br />I've watched many a movie franchise decline over the years, but American Pie;Beta House has to be one of the worst offenders when you consider that despite the average nature of the original movie, it's still a thousand times funnier than this dreck.<br /><br />The plot is predictable, and sometimes you actually feel like you're watching a school play. The things that happen in this movie are so unrealistic that it takes a lot of suspension of disbelief to actually watch it (we're talking Star Wars levels of suspension, like the kind you need to convince yourself Jar Jar is real)<br /><br />The plot is paper thin and mostly the events that transpire are only there to show another pair of breasts or set up yet another pathetic joke. There is no acting talent to speak of, all you get is a bunch of pretty boys trying to make us laugh. And ohhh how they fail!!!! Every gag falls flat and the only thing I laughed at was how socially unaware the scriptwriters appear to be. How else can you explain the bulls**t they try to pass off as a story?<br /><br />They pass up every opportunity to do something worthwhile and entertaining in favour of badly written, lowest common denominator nonsense. The characters have to complete a set number of tasks before they are accepted as members of Beta House, but this is dealt with mostly by a series of very brief montages that imply that they are completing the tasks but we see little to no evidence of it actually happening. Its a very lazy way of telling a story. It also misses opportunities to be funny in doing so.(Imagine say The Wizard of Oz where all the important events happened offscreen instead of on it, and all we see is Dorothy high-fiving the Scarecrow every now and again and saying ""Gee that sure was a great adventure we just had back then"") Lazy. Lazy. LAZY!!!!<br /><br />The female characters have little or nothing to say. All they do is get naked for no apparent reason and are used as visual props through most of the movie. You braindeads that only seek T&A will not be disappointed, but for that reason alone shame on you. If you buy this on DVD you will be contributing to the downfall of society in your own special way. Congratulations.",0
34015,"We arrived at the theater too late to see Rendition, which was our intention, and 'The Comebacks' was the only film that hadn't already started. I had an inkling of how bad a film it was after reading the short blurb at the ticket counter. The theater was empty when we arrived and only two other people entered before the film started.<br /><br />The screenwriters and director threw every imaginable sports cliché at the audience without creating a single laugh, not one during the entire movie. Think of all the football movies that have been made and the millions of dollars schools and fans spend each year on football and you realize how ripe it is to be parodied or lampooned. If you add Texas to the mix,you ought to come up with the sports version of 'Little Miss Sunshine', not a big yawn.<br /><br />The first film that came to mind as we exited the theater was 'Can't Stop the Music' By comparison, this was 'Can't stop the Music' without Bruce Jenner, Valerie Perrine, or the Village People.<br /><br />If the film had a single grace note, it was seeing Matthew Lawrence grown up.",0
6348,"Okay at first this movie seemed pretty good even though it was moving rather quick and even though they only had a $60,000 budget it was good but if you found your sister dead in a lake and found out who might have killed her why would you go chase him around and pull a gun on him with only one bullet and waste it and end up running from him all retarded and get yourself killed? Plus after you found your sister dead in the lake and found a clue and figured out who the killer was why wouldn't you hand that clue over to the police who think you killed her? And at the end of the movie when she acts like her sister who was a waitress and she is talking to the bad guy she should of met him somewhere and recorded him saying she was dead and what happened for her ""proof"". I don't know I was not happy with the ending. This movie could of been so much better if it lasted longer and the acting was better and if the ending did not suck so bad! Do not waste your money on this movie because if you do you will be writing a review on here too and will not be happy.",0
44995,"A man is pulled off a London Street and taken to some foreign country where he is tortured as a terror suspect. Dull, banal film bored the hell out of me. More an idea then a film. I was half way into this 77 minute film when I realized I had no idea who anyone on screen was. It was as if they took every other similar film and pulled out all of the ideas and put them in one place with out the real notion of character. Certainly its well acted with passion but there is no emotional center, there is just an everyman of sorts which the filmmakers feel is enough. Its not. And while the story presented id in theory important as a warning the film is too dull to convince anyone of it, especially if one has seen the other, better films of a similar ilk (rendition with Reese Witherspoon for example)",0
36224,"Mighty Like A Moose is one of many short films Director Leo McCarey did starring Charley Chase. What a dandy it is! Charlie and his wife both undergo plastic surgery to improve their hideous appearances unbeknown-est to each other. They then meet at a party and become smitten with each other. Now they can't allow each other to find out they're cheating. That's the preposterous premise of this frantic farce. Vivien Oakland, one of the few comic short leads to have a flourishing career long after the silents, is perfect as Charley's long of nose wife. Charley has an awful case of buck teeth, which are quickly dispatched at the dentist's. After a party is raided by police for no other reason then to practice raids, Charley and his wife frantically try avoiding each other at home for fear the alterations in appearances become known. Both have been photographed with their new features at the party. The hilarity back home culminates in Charley trying to teach the no-good-nick cheating with his wife a lesson. The no-good-nick of course is the new Charley, which his wife comes to realize long before Charley teaches a lesson in faithfulness. This is one of Charley Chase's better efforts. *** of 4 stars.",1
9081,"The worlds largest inside joke. The world's largest, most exclusive inside joke.<br /><br />Emulating the brash and 'everyman' humor of office space, this film drives the appeal of this film into the ground by making the humor such that it would only be properly appreciated by legal secretaries writing books. The audience is asked to assume the unfamiliar role of a legal secretary, and then empathize with the excruciatingly dumb protagonist.<br /><br />The entire film is centered on the legal secretary finding free time, listening to music and writing a novel while working. These are his goals. You can't imagine the slap in the face it is to the audience when (around halfway through) they find out he has had a job which fit all three of those criteria, but then gives it UP! The director and screenwriter (Jacob Kornbluth and Josh Kornbluth) completely remove the audience's motivation to empathize or even find entertaining a protagonist that has previously thrown away that which he is complaining about the lack thereof.<br /><br />Apart from that major stumbling block, the legal secretary insider humor fails because they must be explained explicitly to the audience each time they happen. Without these asides, the audience wouldn't have noticed anything particularly strange. Humor is only effective if it doesn't need to be thoroughly explained to the audience what is funny.",0
3914,"This is a movie about making a movie. Such movies may be entertaining, but they need some substance, to do so. It did not happen here, I am afraid. Mr Coppola did not inherit his father's skills, unfortunately (neither did his sister, who can however make movies which one might watch).<br /><br />I do wonder how this movie came to get such rave reviews. <br /><br />Let's see: the lead male actor, supposedly a director, is as expressive as a frozen squid and his voice has the same pitch whatever he says, the lead female actress has an expression on her face that never changes, the plot is totally segmented in bits with perhaps one single connecting element, the movie within the movie idea must be more stale than paleolithic rocks... Would that be enough?<br /><br />I regretted every single moment I watched this movie. A walk with the dog is far superior entertainment to this unbelievably lame movie. It's as if a François Truffaut plot were directed by Dick Cheney...<br /><br />Brazil, some other classic SF movies? You must be really joking...",0
14310,"I once promised never to walk out of any film ( a personal policy that made me suffer through the most different kinds of dreck, such as Rambo 3, Baise Moi, Deep Impact) - but Mr. Seidl almost succeeded. Hundstage was a truly awful experience. Anyone who sees this movie will think that Austrians are a miserable, pathetic bunch of retards. It shows a world where love and humanity don't exist, a world where people humiliate each other only for one reason - to distract from their own miserable existence. By choosing a documentary-like style with non-professional actors (most of them look like straight from the imagination of Austrian shock-cartoonist Deix) director Seidl wants to make us believe that this is real life in Austrian (European? Western?) suburbs. The viewer is confronted with depictions of sex orgies, violence against women and handicapped people, madness and degradation. But this isn't social criticism. This is just pure shock without any aesthetic value. Instead you get bad acting, bad cinematography, bad filmmaking. If anybody needs a film like this to realize that there are things wrong in our society then this person must have walked through life with closed eyes. This is pseudo-social criticism with a sledge hammer. And it looks down on people in a disgustingly condescending way. It shows ugly people - that is not the reason why I hate it. But it depicts average people in an ugly, misanthropic way. And this is why this film is truly despicable.",0
41875,"I thought it was an excellent movie. Gary Cole played the role of a military man who feels trapped and unhappy with his wife who fakes his death fabulously! Over all, I thought the movie was great, definitely not a boring plot line! It's sad to say, but I think lots of men might feel this way. I think he should have just gotten a divorce and asked to be transferred instead of the extreme he went to, but he felt there was no other way out so he faked his death. I thought it was neat that Cole's real-life wife played the wife he was unhappy with in the movie. I think what the guy did was alittle extreme, but the movie was great nonetheless! Definitely recommend it!",1
4669,"I had not seen this movie since the late '80s and decided to pick up the VHS version of it. The plot is very slow, and the actors almost seem robotic in this breakdance flick. The music, hip hop/freestyle artists and the breakdancing scenes are what make this movie special. The breakdancing is actually better in this movie than in ""Breakin'"", but I have to say that ""Breakin' 1&2"" carry the energy & excitement to the screen a lot better. It's a movie I will keep in my library, but it's not a movie that I can watch over & over again, just once in a blue moon.",1
4782,"I just recently watched this on the Sundance channel. The idea for the film was to bring many filmmakers, illustrious in their own country, to make short films, eleven of them, all in one film, concentrating on just one subject: September 11.<br /><br />From wacthing this movie I could tell why these filmmakers were great in their country because it had all elements of a great film.<br /><br />The movie starts off with a film from Iran in which a teacher struggles to teach the students about what had happened with September 11 which they fail to realize until later.<br /><br />The Second Film from France involves a deaf women who writes a letter to her lover angrily while she is unaware of what is going as the T.V plays.<br /><br />The next film from Egypt involves the filmmaker himself talking with a dead soldier about recent events not only about terrorists of 9/11 but bombings in other places.<br /><br />The next comes from Bolivia in which a girl learns about the events of September 11 and believes they must march for them.<br /><br />The next from a country in Africa in which a group of boys follow a man whom they believe to be Bin Ladin.<br /><br />The next comes from Mexico in which nothing is shown but the sounds of that day.<br /><br />The next from Israel involving a reporter at the scene of a bomb trying to get a report but is frequently told about the attacks.<br /><br />There are other films that I can't remember at the moment but all of them are powerful. It will bring back your emotions from that day.<br /><br />10/10",1
39815,"i rented this when it came out on video cassette in 1995. After rewatching it again,my idea about it hasn't changed much.<br /><br />i was an adult then and i'm still an adult now!lol<br /><br />The illogical elements mentioned by other reviewers didn't bother me. This isn't a documentary,it's a fantasy story where animals can talk!<br /><br />While i didn't care for much of the songs,i liked the one at the end of the picture where it's sang by barry manilow and another person.<br /><br />Some people seem to make an excuse for it's primitive animation by saying that CGI wasn't used often in animated features but let's not forget that THE LION KING was released about a year earlier and that packed possibly more excellence than any animated feature that came before it!!<br /><br />But i think it's pretty fair to say that THE PEBBLE AND THE PINGOIN was made on the cheap while THE LION KING wasn't....<br /><br />The high points for me in 1995 as well as today is the suspense generated by the few dangerous(mostly) underwater chase scenes.<br /><br />i also liked the opening scene which takes place on a music notes page and a little bit of the love story. But most of the time,the story dragged on and was boring.<br /><br />Worth a look if you like animation but if you're an adult and not a risk taker,go get another Walt Disney production instead of this!",0
19590,"Up until the last few minutes of the movie, I would have given the movie a score of 7 or 8 stars. However, the ending is so terrible and ""Hollywoodized"" that it completely undermines the first 80% of the movie.<br /><br />The plot revolves around a submarine and the possibility that they received an order to fire their nuclear missiles. The Captain, Gene Hackman, is all for launching, while his first officer, Denzel Washington, is in favor of confirming the launch orders first. The problem is, to launch BOTH the captain and 1st officer must simultaneously use their launch keys. Hackman is determined to launch and Washington stands firm until eventually this results in armed insurrection aboard the sub. Eventually, the mistake is discovered and the missiles are not launched. Cool. However, here comes the part that just doesn't ring true. After they are back on land and go before a review board, Washington and Hackman (who'd just spent half the movie trying to kill each other) shake hands and are all buddy buddy! Huh?! Too trite an ending to make the movie worth while for me.",0
17774,"I'm a huge fan of Ivan Reitman-I loved Evolution and who didn't like Ghostbusters? From the trailer you already know that Uma's character will get dumped by Luke's.So the build-up is obviously towards the moment when she unleashes her superpowers on him.But the pay-off is just not there.The shark tossing did manage to get a (slight) giggle but once again, it was all in the trailer.<br /><br />No one does breathless quite like Uma and Luke is diet Owen on his good days.If not for Riann Wilson you would sit there with a constipated smile until your cheeks start to cramp.This is a comedy,right? <br /><br />It's not awful-it just sits there like a stale cracker behind the fridge.This could have been such a brilliant send-up of Superhero movies and Feminism but fails on both counts.Let's see if Jason Reitman can salvage the family name.",0
12837,"After becoming completely addicted to Six Feet Under, I didn't think there would ever be another show that would come close to being as good as this show. Well, I was wrong! Lost is spellbinding!! I absolutely love this show and cannot turn it off. The richness of the characters, the intricacies of the plot, the beautiful setting are all amazing. I am totally and completely hooked. I don't know how the creators do it, but each character touches me very deeply. I feel their joy, their pain, everything, right down to my core!!! I don't have cable so I've been renting the series on Netflix. When I put it on I watch all the episodes at once and feel sad when it is over. I can't wait for the next disc to arrive at my house. This is probably the best TV show I have ever seen!!!",1
49556,"I'm afraid I only stayed to watch the first hour of this movie as it really seemed to me to be mindless TV-trash and a waste of talent. Liv Tyler plays a sumptuous beauty, but her acting skills are not yet sufficiently developed to give the part any real kick. As she slowly seduces a bartender into a life of crime it is difficult to feel any real concern over any of the characters. Even John Goodman delivers his weakly comic lines with an absence of panache, as if the witless humour needs to be recited slowly in case anyone misses the joke. The ending is supposed to be good, but the starter and main course left me with no appetite to find out.",0
23694,"Yet another ""son who won't grow up"" flick, and just the other recent like entries. Heder in another bad wig, channeling Napoleon for, what, the third time? Anna Faris is forgettable, as always; Jeff Daniels phoned this one in from another state, at least; and Diane Keaton...how does one become typecast this late in a career? Do not bother. Nothing is said here that hasn't been covered many times over. I will say this; it's about a hundred times better than ""Failure To Launch"". There are very few amusing bits in the movie, unless you think Eli Wallach cursing is funny. Ha, Ha! He's old and he dropped the f-bomb! Tee, hee, hee. Pitiful!",0
6606,"While this was a better movie than 101 Dalmations (live action, not animated version), I think it still fell a little short of what Disney could do. It was well-filmed, the music was more suited to the action, and the effects were better done (compared to 101). The acting was perhaps better, but then the human characters were given far more appropriate roles in this sequel, and Glenn Close is really not to be missed, as in the first movie. She makes it shine. Her poor lackey and the overzealous furrier sidekicks are wonderful characters to play off of, and they add to the spectacle Disney has given us. This is a great family film, with little or no objectionable material, and yet it remains fun and interesting for adults and children alike. It's bound to be a classic, as so many Disney films are. Here's to hoping the third will be even better still- because you know they probably want to make one. ;)",1
15378,"Down To Earth is the best movie!!! It is SO funny, and it's really sweet too. It has a good plot and it's unique. It isn't like those movies that are all the same with the similar story lines, and it's not all comedy and no story. This movie also has a very good ending.",1
32851,"First half of the movie scared the hell out of me and normally I'm not easy to scare, but second half of this thriller didn't work quite a well, but still very scary! A good thriller, than use simple ways to make good horror. Lowbudget, set in Russia, unknown cast, and made in Europe. but still great fun, and yes there is a few laughs throw in for good matters as well!",1
7437,"When I first saw this movie, I thought it was the typical ""love thy neighbour"" stuff....The more the movie was going on, the more I got involved. Acting is magnificent from both actors, direction was great, the story unusual. Cried my eyes off, first time in my life for a movie. A real must have in any serious videoteque. 11 out of 10",1
11757,"Election is a Chinese mob movie, or triads in this case. Every two years an election is held to decide on a new leader, and at first it seems a toss up between Big D (Tony Leung Ka Fai, or as I know him, ""The Other Tony Leung"") and Lok (Simon Yam, who was Judge in Full Contact!). Though once Lok wins, Big D refuses to accept the choice and goes to whatever lengths he can to secure recognition as the new leader. Unlike any other Asian film I watch featuring gangsters, this one is not an action movie. It has its bloody moments, when necessary, as in Goodfellas, but it's basically just a really effective drama. There are a lot of characters, which is really hard to keep track of, but I think that plays into the craziness of it all a bit. A 100-year-old baton, which is the symbol of power I mentioned before, changes hands several times before things settle down. And though it may appear that the film ends at the 65 or 70-minute mark, there are still a couple big surprises waiting. Simon Yam was my favorite character here and sort of anchors the picture.<br /><br />Election was quite the award winner at last year's Hong Kong Film Awards, winning for best actor (Tony Leung), best picture, best director (Johnny To, who did Heroic Trio!!), and best screenplay. It also had nominations for cinematography, editing, film score (which I loved), and three more acting performances (including Yam).",1
3037,"When I first heard about the title, I thought of 'The Simpsons', just like so many other reviewers, but when I saw the cast, I was completely stunned, that so many great character-actors would actually be in this! First of all, we have Christopher Walken (Deer Hunter, Pulp Fiction), who plays the title character, McBain. He is rescued from a Vietnam POW-camp by some of his buddies, one of which is Santos (Chick Vennera, Yanks), who splits a HUNDRED DOLLAR BILL with McBain (Vietnam soldiers are loaded with cash apparently), and tells him that he can re-do the favor to him, if he ever gets into trouble.<br /><br />Then, 18 years later, Santos and his sister Christina (Maria Conchita Alonso, The Running Man, Predator 2) join the rebels in Colombia trying to get rid of their evil dictator, El Presidente (Victor Argo, Taxi Driver, King of New York), and when Santos fails the mission, Christina goes to McBain for help.<br /><br />McBain then asks his good ol' Vietnam buddies to help him. First there's the token tough black guy, Eastland, played by ""American Ninja""'s Steve James, who was also in director James Glickenhaus' previous movie, ""The Exterminator"", where the exterminator's real name also was Eastland, coincidence? I think not. There is also a lot of other references to The Exterminator, among other things, the most notable one being that McBain himself wears a welders-mask when Christina sees him for the first time, when he is working on a welding-job on top of a bridge! <br /><br />The other guys in the Vietnam-pack are: The rich guy who can afford all sorts of equipment for the team, Frank Bruce (Michael Ironside, Total Recall, Starship Troopers), and then there's the doc, Dalton, (played by Jay Patterson, who doesn't look like the guy the IMDb is linking to, and I haven't seen him in other movies, so who knows), and last but not least, there's the cop, Gill, who has had enough of his unsatisfying job, he's played by Thomas G. Waites, who some of us might remember from The Warriors and The Thing.<br /><br />And in other big roles, we find Luis Guzmán (Boogie Nights, Carlito's Way), as a small-time drug-dealer who can't get a decent job. Also, there is Dick Boccelli as the drug-dealing kingpin who gets hung up in a crane on top of a roof by the McBain-gang, almost Exactly in the same way he got hung up over a meat-grinder by John Eastland in the EXTERMINATOR-movie! Now, I haven't seen Glickenhaus' ""Shakedown/Blue Jean Cop"" yet, but I'm almost ready to bet half a hundred-dollar bill that Boccelli gets hung up in that movie too! <br /><br />Well, back to the plot of this movie.. they go off to Colombia and saves the day, yay! But who cares about the plot anyway, the cast is great, and the action-scenes are very well done, and you're never bored while watching this movie! Highly recommended to all action-lovers!",1
21334,"I don't think a movie like this would be released today. It takes it's time to present the depth of the characters and the plot isn't full of twists and turns to keep you on the edge of your seat.<br /><br />But, what this film does have: an interesting study in how families' deal with grief. How when the language for healing and over-coming tremendous loss leaves us mute, and we rely on raw emotions instead. Grief without reason and patience is anger, even hate. And unfortunately, the lead character (a young boy who accidently shoots and kills his brother while hunting) in the film is given more than his fair share of it. He eventually leaves and moves in with his grandfather (Wilford Brimley) who makes it clear to him that it WAS an accident. I got the impression that this young man knew that in his heart, but needed to hear those words from his parents, and to receive their forgiveness.<br /><br />What I loved about this film: the lack of dialog. There was a tremendous emphasis on physical reaction, facial expressions. And the slower pace of the film allows you to really watch the reactions of the actors. Something we don't get to do alot of with today's films.<br /><br />",1
27979,"or any stories reminiscent of the Leopold and Loeb case, you may find this movie entertaining. The cast includes Robert Culp,with Stephen Caffrey and Garrison Hershberger as the college students.<br /><br />Peter Falk is his usual self, pretending to be tricked by the precocious students. Caffrey (""Longtime Companion"", ""Buried Alive"") is excellent, and should do more of these menacing roles. Basically the two frat buddies become tired of their demanding parents, who expect nothing less than academic perfection, attendance at the best schools will only be financed if they conform. There is an excellent scene wherein Culp rakes Caffrey over the coals after he gets a low grade, threatens to cut off his trust funds and Caffrey later says to his friend: ""I hate him, I want him dead""...<br /><br />All is not well in Beverly Hills. This is always an excellent theme. I believe this film came out in 1990 right after the Menendez killings. If you watch ""Menedez, a Killing in Beverly Hills"" and then compare it to this film, you may find some interesting parallels.",1
48946,"UP AT THE VILLA fooled me into thinking I`d be watching something similar to GOSFORD PARK . The film opens at a ballroom in 1930s Italy which is populated by vulgar Americans and uptight upper class Brits , but in truth UP AT THE VILLA plays out far more like a Merchant -Ivory production which is very bad news because it`s a very slow , and I do mean very slow romantic drama with some of the romance being very unlikely . If you like slow romantic dramas you might like this movie . I didn`t",0
42215,Englar Alheimsins are very good movie. She happen on a mental home in Iceland. Ingvar E. Sigurdsson is in a leading role and is good. Other good actors in this movie are Baltasar Kormákur and Bjorn Jorundur. I like this movie she is very good. I voice with this movie.,1
45285,"The problem with so many people watching this movie is the mindset they watch it in. People come looking for a B-Grade horror film, or a ""So Bad It's Good"" movie. Jack Frost 2 is neither of these.<br /><br />It is, to put it simply, a very good movie cleverly hidden inside a very bad one. To view it as anything other than a screwball comedy (easily funnier than all three absolutely meritless ""Scary Movies"" combined) is to misinterpret the movie on a basic level. It would be like watching Shawshank Redemption and then complaining that there were no explosions.<br /><br />The premise is simple; the characters from the first movie, haunted by memories of Jack Frost, take a vacation to a tropical island. A new, improved Jack comes after them, now with essentially the powers of Hydro-Man from Spider-Man; essentially, he can turn from water to snow easily and quickly, divide himself, multiply himself, and, worst of all, he's managed to grow an immunity to his only former weakness...AntiFreeze.<br /><br />What's sad about this movie is that the brain dead fans of the first Jack Frost (a simply HORRIBLE movie) can't appreciate the change of tone for the sequel. Just as Alien was a horror film and Aliens was all about action, Jack Frost was a weak attempt at gimmick horror and Jack Frost 2 is a cleverly written parody of the gimmick horror genre.<br /><br />Most of the entertainment comes the live action actors, who serve admirably. Particularly funny among them are Ray Tooney (playing a caricature of a retired British Colonel from the early 1900s), Christopher Allport (offering an insane, hilarious spin on his wooden performance from the first film), and David Allen Brooks (taking the once serious role of manners to new, totally bizarre heights).<br /><br />The lack of ""memorable quotes"" disturbs me.<br /><br />As a horror movie, Jack Frost 2: Revenge of The Mutant Killer Snowman, rates a zero. But you have to understand, IT'S NOT A HORROR MOVIE.",1
31852,"I found parts of this movie rather slow, especially the first part; the second part seemed to go a lot faster, but it's not totally clear to me as to why one part was faster than the other. I somehow managed to find it enjoyable. The acting was good, the writing was good (yet vulgar). There was also another good side to it: it was easier to understand than say, the Godfather movies. You knew who was on whose side, etc. All in all, the movie wasn't half-bad.",1
35787,"I was forced to watch 'Changi' last year in year 10 Australian History. Looking around the class room, both classes, all 40 students were nearly asleep, all 40 heads on the table whispering to the person next to them. I refuse to believe that because I am only 16, that my opinion doesn't count, having studied world war two, I not only felt embarrassed and ashamed watching this Australian piece of trash television. I was out of my mind at the appalling effort this mini series applied in the usage of film elements. The acting was poor, the screenplay was very inaccurate and the score was dreadful. Please, do not watch this film, it is bias and very racists (to the Japans).",0
40144,"This is a true gem of a TV film. Based on a completely untrue story, it follows the course of the down-and-out football league club through their course in the English FA cup, where mayhem ensues and the players all sport seventies styles. The ending is unexpected, the performances are great, and Nick Hancock shows that he CAN do something other than host sports shows. My only regret is that I didn't tape it.",1
16463,"Okay, I saw this movie as a child and really loved it. My parents never purchased the movie for me, but I think I'll go about and buy it now. I'm a sucker for pre-2000 animated films. Anyway, onto the actual review.<br /><br />WHAT I LIKED: There was an actual portrayal of heaven and hell, one of the few I've seen in animated films. Character development existed! It's easy to classify characters in this movie (i.e.: Charlie is the selfish mutt, Itchy is cynical but believes Charlie, Carface is obviously the relentless villain, etc.). I also loved King Gator's song. I've always loved loud, annoying, flamboyant guys. This song may have been random, but it was so fun. Finally, the detail of the animation was beautiful. You could tell Charlie was all gruff and stuff and the backgrounds were beautiful.<br /><br />WHAT I DID NOT LIKE: The actual portrayal of heaven: The way Charlie reacted to it, ""no surprises whatsoever"", made it actually seem very boring. He denied a place in heaven and STILL got to return to it in the end. I remember a few lines of certain songs such as ""... you can't keep a good dog down"", ""... let's make music forever"", and ""... welcome to being dead"" but I can't remember the majority of any of them. The songs weren't that catchy, to be honest. Whippet Angel: She's annoying and that NECK! AUGH!<br /><br />WHAT PARENTS MAY NOT LIKE: A few very scary (depending on the viewer) images of Hell are shown during the movie. Carface is quite threatening. Beer is also implied, but not actually DUBBED beer. Gambling is a key element in the movie. The good guy dies.<br /><br />OVERALL: I LOVE this movie, even if it is a bit forgettable at times. The scarier children's animations are always my favorite ones. This was created back in a time when producers and writers weren't afraid to give kids a little scare now and then. Nowadays, this probably would have been rated PG. Kids under the age of 8 (or easily disturbed kids) should not watch this. Other than that, I give it 9/10. :)<br /><br />Happy Viewing!",1
9067,"Superb movie. Very good photography of 1969/70 Bolton, which seems now to be a different world. Thoughtful and an excellent dramatisation and production. James Mason a real first class star. It is and I would agree with the above comment that this movie is a national treasure.",1
43199,"The movie opens with beautiful landscape shots of the Northwest countryside. Fenceposts jutting out from soddy earth, a freight train crossing fields of hay in the distance, billows of clouds, small structures by the side of the road, a motel or a diner in the middle of nowhere. Over this plays a languid but mysterious Twin Peaks piano arrangement and it's all adequately moody and atmospheric in an American Gothic sort of way. Through this however director Jon Jost keeps interleaving awkward frames, blocks of letters, opening credits with annoying swooshing sounds, color frames that announce ""BLUE"", numbers that count towards the ""12 Steps to a Conclusion"" announced in the opening credits. It's obvious by the first couple of minutes that, though Jost is more than capable to capture landscape and ambiance, he doesn't care for it. He has neither the affection for Pacific Northwest open expanses that Terrence Malick does in Badlands and neither the time or inclination of Twin Peaks David Lynch to weave mystery and intrigue around a given location.<br /><br />The rest of the movie is more Jon Jost frustration with experimental tricks that serve their own purpose. The use of split screen is interesting, I like in particular how we get the first image of Ricky Lee split in two, one is recounting childhood memories that matter only to him, the other is cursing and banging his head against the wall, and over the course of the movie the second Ricky Lee prevails, the macho laid-back hipster with the shades who is hopelessly self-involved and stupid. On the other hand the stop motion animation and choice to play most of the movie in voice-over narration does not work. It does at times because Jost writes as good as he shoots static shots of the smalltown American Nowheresville but Beth Ann's monologues, delivered in the most flat nasal monotone imaginable, a voice that sounds like Stephen Hawking's computer speech program crossed with a horse whinnying, are so grating to the ear it kind of defeats the purpose of trying to pay attention.<br /><br />Each of the couple relate to us their past experiences, their small triumphs and follies and doubts and past relationships that went nowhere. They say very little to each other and what they say they say with blank faces. But they hump like rabbits. That seems to be their only channel of communication left open, perhaps the only one they can trust with any safety. Jost clearly picks his main characters in Frameup among the naive and delusional, those baited by an American Dream turned sour, but he doesn't place himself above them. He's not condescending or smug in his portrayal. They may be misguided but they are graced with moments of humanity, awkward though they may be. We're called to empathize and show affection rather than point and laugh. This is the most successful Frameup becomes; the movie's characters come alive even when their expressionless faces do not, even when Jost gets in their way with his stilted framing and obtrusive camera games.<br /><br />Then we go back to angry rants about the destructive effects of money played over an inserted shot of a dollar bill, we get a weird psychedelic sequence where Jost's camera glides under big leafy trees that soon turn beetroot red as Beth Ann repeatedly muses about the ""redwood trees"" in the voice-over, we even get a sudden about-turn towards plot and genre as the couple of Beth Ann and Ricky Lee, smalltown losers with nowhere to go and nothing to hold them back to their dead end lives, arrive in California and decide to rob a 7/11. The movie doesn't soar to an emotional crescendo in the aftermath of the botched 7/11 job such as one might expect from a 'couple-on-the-run' road movie, it slowly screeches to a halt and you look out the window to see it hasn't really got anyplace in particular. Parts of the ride have been hypnotic and parts almost touching and funny, but everything else has been mostly annoying.",0
24644,"This movie is an incredible piece of work. It explores every nook and cranny of the human mind, focusing on the characters relationships with the people around them. Stellar performances all around. This one had me weeping for about half an hour straight. Spend some real time with this one.",1
18399,"Despite what others had said (*cough*), this is my favourite movie of all time. I don't know how long I had been waiting to see it, but once I finally did, I immediately fell in love. Sure, it's strange, but that just gives it more of an exciting flavour. For those who don't know, Moonchild is one of Gackt and Hyde's first movies. They haven't done very many at all, maybe 3 or 4 tops each. So, give them some credit. We all know that Adam Sandler wasn't the best at first either. I do believe that they do throw some odd situations in there, but I over look that to find the best points of this movie, the emotions displayed and whatnot. Therefore, I have given, and always shall give, this movie a 10 out of 10.",1
